sleep_quality_bin,stress_bin,work_hours_bin,duration_bin,count,mean,majority_rate,minority_rate
"(3.5, 4.0]","(7.7, 10.0]","(11.1, 18.0]","(5.53, 5.96]",76,0.15789473684210525,0.8421052631578947,0.1578947368421053
"(2.9, 3.5]","(7.1, 7.7]","(11.1, 18.0]","(5.53, 5.96]",83,0.1566265060240964,0.8433734939759037,0.15662650602409633
"(4.0, 4.5]","(6.2, 6.6]","(11.1, 18.0]","(4.98, 5.53]",54,0.14814814814814814,0.8518518518518519,0.14814814814814814
"(3.5, 4.0]","(6.6, 7.1]","(9.7, 11.1]","(4.98, 5.53]",61,0.14754098360655737,0.8524590163934427,0.14754098360655732
"(6.8, 10.0]","(3.7, 4.5]","(2.8, 4.7]","(7.27, 7.92]",150,0.8533333333333334,0.8533333333333334,0.1466666666666666
"(6.8, 10.0]","(0.999, 3.7]","(4.7, 6.1]","(7.27, 7.92]",123,0.8536585365853658,0.8536585365853658,0.14634146341463417
"(6.8, 10.0]","(3.7, 4.5]","(-0.001, 2.8]","(7.92, 10.5]",195,0.8564102564102564,0.8564102564102564,0.14358974358974363
"(4.0, 4.5]","(7.1, 7.7]","(11.1, 18.0]","(5.53, 5.96]",57,0.14035087719298245,0.8596491228070176,0.14035087719298245
"(3.5, 4.0]","(5.8, 6.2]","(7.4, 8.5]","(4.98, 5.53]",50,0.14,0.86,0.14
"(6.8, 10.0]","(0.999, 3.7]","(4.7, 6.1]","(7.92, 10.5]",130,0.8615384615384616,0.8615384615384616,0.1384615384615384
"(4.5, 4.9]","(6.2, 6.6]","(11.1, 18.0]","(4.98, 5.53]",53,0.1320754716981132,0.8679245283018868,0.13207547169811318
"(6.8, 10.0]","(4.5, 5.0]","(-0.001, 2.8]","(7.27, 7.92]",61,0.8688524590163934,0.8688524590163934,0.1311475409836066
"(6.2, 6.8]","(0.999, 3.7]","(4.7, 6.1]","(7.92, 10.5]",62,0.8709677419354839,0.8709677419354839,0.12903225806451613
"(6.8, 10.0]","(4.5, 5.0]","(4.7, 6.1]","(6.78, 7.27]",55,0.8727272727272727,0.8727272727272727,0.12727272727272732
"(6.8, 10.0]","(0.999, 3.7]","(2.8, 4.7]","(7.92, 10.5]",362,0.8729281767955801,0.8729281767955801,0.1270718232044199
"(6.8, 10.0]","(3.7, 4.5]","(-0.001, 2.8]","(7.27, 7.92]",136,0.875,0.875,0.125
"(6.8, 10.0]","(0.999, 3.7]","(2.8, 4.7]","(7.27, 7.92]",313,0.8753993610223643,0.8753993610223643,0.12460063897763574
"(6.8, 10.0]","(0.999, 3.7]","(-0.001, 2.8]","(6.78, 7.27]",306,0.8758169934640523,0.8758169934640523,0.12418300653594772
"(3.5, 4.0]","(6.6, 7.1]","(11.1, 18.0]","(4.98, 5.53]",82,0.12195121951219512,0.8780487804878049,0.12195121951219512
"(6.8, 10.0]","(4.5, 5.0]","(2.8, 4.7]","(7.92, 10.5]",91,0.8791208791208791,0.8791208791208791,0.1208791208791209
"(3.5, 4.0]","(6.2, 6.6]","(8.5, 9.7]","(4.98, 5.53]",51,0.11764705882352941,0.8823529411764706,0.11764705882352944
"(2.9, 3.5]","(6.6, 7.1]","(8.5, 9.7]","(5.53, 5.96]",53,0.11320754716981132,0.8867924528301887,0.1132075471698113
"(6.8, 10.0]","(4.5, 5.0]","(7.4, 8.5]","(7.27, 7.92]",54,0.8888888888888888,0.8888888888888888,0.11111111111111116
"(6.8, 10.0]","(0.999, 3.7]","(-0.001, 2.8]","(7.92, 10.5]",1731,0.8913922588099364,0.8913922588099364,0.10860774119006356
"(3.5, 4.0]","(6.2, 6.6]","(11.1, 18.0]","(4.98, 5.53]",67,0.1044776119402985,0.8955223880597015,0.10447761194029848
"(6.8, 10.0]","(0.999, 3.7]","(-0.001, 2.8]","(7.27, 7.92]",738,0.8956639566395664,0.8956639566395664,0.10433604336043356
"(6.8, 10.0]","(0.999, 3.7]","(7.4, 8.5]","(7.27, 7.92]",58,0.896551724137931,0.896551724137931,0.10344827586206895
"(0.999, 2.9]","(6.6, 7.1]","(9.7, 11.1]","(5.53, 5.96]",60,0.1,0.9,0.09999999999999998
"(4.0, 4.5]","(6.6, 7.1]","(8.5, 9.7]","(4.98, 5.53]",51,0.09803921568627451,0.9019607843137255,0.0980392156862745
"(4.0, 4.5]","(6.2, 6.6]","(9.7, 11.1]","(4.98, 5.53]",52,0.09615384615384616,0.9038461538461539,0.09615384615384615
"(4.0, 4.5]","(6.6, 7.1]","(9.7, 11.1]","(4.98, 5.53]",52,0.09615384615384616,0.9038461538461539,0.09615384615384615
"(4.0, 4.5]","(7.7, 10.0]","(11.1, 18.0]","(5.96, 6.36]",52,0.09615384615384616,0.9038461538461539,0.09615384615384615
"(4.0, 4.5]","(6.6, 7.1]","(11.1, 18.0]","(4.98, 5.53]",52,0.09615384615384616,0.9038461538461539,0.09615384615384615
"(4.0, 4.5]","(7.7, 10.0]","(11.1, 18.0]","(2.999, 4.98]",84,0.09523809523809523,0.9047619047619048,0.09523809523809523
"(4.0, 4.5]","(5.8, 6.2]","(11.1, 18.0]","(4.98, 5.53]",53,0.09433962264150944,0.9056603773584906,0.09433962264150941
"(2.9, 3.5]","(7.1, 7.7]","(9.7, 11.1]","(5.53, 5.96]",64,0.09375,0.90625,0.09375
"(4.0, 4.5]","(6.6, 7.1]","(11.1, 18.0]","(2.999, 4.98]",64,0.09375,0.90625,0.09375
"(3.5, 4.0]","(5.4, 5.8]","(9.7, 11.1]","(4.98, 5.53]",56,0.08928571428571429,0.9107142857142857,0.0892857142857143
"(6.8, 10.0]","(0.999, 3.7]","(6.1, 7.4]","(7.92, 10.5]",70,0.9142857142857143,0.9142857142857143,0.08571428571428574
"(3.5, 4.0]","(6.6, 7.1]","(11.1, 18.0]","(2.999, 4.98]",83,0.08433734939759036,0.9156626506024097,0.0843373493975903
"(2.9, 3.5]","(6.2, 6.6]","(8.5, 9.7]","(4.98, 5.53]",61,0.08196721311475409,0.9180327868852459,0.08196721311475408
"(6.8, 10.0]","(3.7, 4.5]","(8.5, 9.7]","(7.27, 7.92]",51,0.9215686274509803,0.9215686274509803,0.07843137254901966
"(3.5, 4.0]","(5.8, 6.2]","(9.7, 11.1]","(4.98, 5.53]",52,0.07692307692307693,0.9230769230769231,0.07692307692307687
"(3.5, 4.0]","(5.8, 6.2]","(11.1, 18.0]","(4.98, 5.53]",66,0.07575757575757576,0.9242424242424242,0.0757575757575758
"(2.9, 3.5]","(6.6, 7.1]","(9.7, 11.1]","(4.98, 5.53]",67,0.07462686567164178,0.9253731343283582,0.07462686567164178
"(3.5, 4.0]","(7.1, 7.7]","(9.7, 11.1]","(4.98, 5.53]",71,0.07042253521126761,0.9295774647887324,0.07042253521126762
"(2.9, 3.5]","(7.1, 7.7]","(11.1, 18.0]","(4.98, 5.53]",117,0.06837606837606838,0.9316239316239316,0.06837606837606836
"(0.999, 2.9]","(7.7, 10.0]","(4.7, 6.1]","(4.98, 5.53]",59,0.06779661016949153,0.9322033898305084,0.06779661016949157
"(0.999, 2.9]","(6.6, 7.1]","(8.5, 9.7]","(2.999, 4.98]",106,0.0660377358490566,0.9339622641509434,0.06603773584905659
"(2.9, 3.5]","(6.2, 6.6]","(9.7, 11.1]","(4.98, 5.53]",62,0.06451612903225806,0.935483870967742,0.06451612903225801
"(0.999, 2.9]","(7.7, 10.0]","(6.1, 7.4]","(5.53, 5.96]",53,0.05660377358490566,0.9433962264150944,0.05660377358490565
"(3.5, 4.0]","(7.7, 10.0]","(11.1, 18.0]","(5.96, 6.36]",54,0.05555555555555555,0.9444444444444444,0.05555555555555558
"(0.999, 2.9]","(6.6, 7.1]","(7.4, 8.5]","(5.53, 5.96]",54,0.05555555555555555,0.9444444444444444,0.05555555555555558
"(0.999, 2.9]","(6.6, 7.1]","(8.5, 9.7]","(5.53, 5.96]",55,0.05454545454545454,0.9454545454545454,0.054545454545454564
"(0.999, 2.9]","(7.1, 7.7]","(8.5, 9.7]","(5.53, 5.96]",57,0.05263157894736842,0.9473684210526316,0.05263157894736836
"(0.999, 2.9]","(6.6, 7.1]","(8.5, 9.7]","(4.98, 5.53]",76,0.05263157894736842,0.9473684210526316,0.05263157894736836
"(2.9, 3.5]","(7.7, 10.0]","(9.7, 11.1]","(5.53, 5.96]",77,0.05194805194805195,0.948051948051948,0.051948051948051965
"(0.999, 2.9]","(7.7, 10.0]","(11.1, 18.0]","(5.53, 5.96]",177,0.05084745762711865,0.9491525423728814,0.05084745762711862
"(2.9, 3.5]","(6.6, 7.1]","(11.1, 18.0]","(4.98, 5.53]",79,0.05063291139240506,0.9493670886075949,0.05063291139240511
"(4.0, 4.5]","(7.7, 10.0]","(11.1, 18.0]","(4.98, 5.53]",60,0.05,0.95,0.050000000000000044
"(4.0, 4.5]","(7.1, 7.7]","(9.7, 11.1]","(4.98, 5.53]",61,0.04918032786885246,0.9508196721311475,0.049180327868852514
"(3.5, 4.0]","(7.1, 7.7]","(9.7, 11.1]","(2.999, 4.98]",83,0.04819277108433735,0.9518072289156626,0.048192771084337394
"(3.5, 4.0]","(7.1, 7.7]","(11.1, 18.0]","(2.999, 4.98]",150,0.04666666666666667,0.9533333333333334,0.046666666666666634
"(0.999, 2.9]","(6.6, 7.1]","(9.7, 11.1]","(2.999, 4.98]",109,0.045871559633027525,0.9541284403669725,0.04587155963302747
"(2.9, 3.5]","(7.7, 10.0]","(8.5, 9.7]","(2.999, 4.98]",90,0.044444444444444446,0.9555555555555556,0.0444444444444444
"(3.5, 4.0]","(7.7, 10.0]","(9.7, 11.1]","(4.98, 5.53]",69,0.043478260869565216,0.9565217391304348,0.04347826086956519
"(2.9, 3.5]","(7.7, 10.0]","(8.5, 9.7]","(4.98, 5.53]",72,0.041666666666666664,0.9583333333333334,0.04166666666666663
"(0.999, 2.9]","(7.1, 7.7]","(11.1, 18.0]","(2.999, 4.98]",291,0.041237113402061855,0.9587628865979382,0.04123711340206182
"(2.9, 3.5]","(5.8, 6.2]","(9.7, 11.1]","(4.98, 5.53]",50,0.04,0.96,0.040000000000000036
"(0.999, 2.9]","(7.1, 7.7]","(6.1, 7.4]","(2.999, 4.98]",100,0.04,0.96,0.040000000000000036
"(0.999, 2.9]","(6.6, 7.1]","(11.1, 18.0]","(5.53, 5.96]",76,0.039473684210526314,0.9605263157894737,0.03947368421052633
"(2.9, 3.5]","(7.1, 7.7]","(6.1, 7.4]","(2.999, 4.98]",53,0.03773584905660377,0.9622641509433962,0.037735849056603765
"(0.999, 2.9]","(6.6, 7.1]","(2.8, 4.7]","(4.98, 5.53]",54,0.037037037037037035,0.962962962962963,0.03703703703703698
"(4.0, 4.5]","(7.1, 7.7]","(11.1, 18.0]","(4.98, 5.53]",90,0.03333333333333333,0.9666666666666667,0.033333333333333326
"(0.999, 2.9]","(7.7, 10.0]","(8.5, 9.7]","(4.98, 5.53]",155,0.03225806451612903,0.967741935483871,0.032258064516129004
"(2.9, 3.5]","(6.2, 6.6]","(11.1, 18.0]","(2.999, 4.98]",63,0.031746031746031744,0.9682539682539683,0.031746031746031744
"(2.9, 3.5]","(7.1, 7.7]","(11.1, 18.0]","(2.999, 4.98]",162,0.030864197530864196,0.9691358024691358,0.030864197530864224
"(0.999, 2.9]","(6.6, 7.1]","(9.7, 11.1]","(4.98, 5.53]",66,0.030303030303030304,0.9696969696969697,0.030303030303030276
"(2.9, 3.5]","(7.7, 10.0]","(11.1, 18.0]","(4.98, 5.53]",167,0.029940119760479042,0.9700598802395209,0.029940119760479056
"(3.5, 4.0]","(6.6, 7.1]","(9.7, 11.1]","(2.999, 4.98]",68,0.029411764705882353,0.9705882352941176,0.02941176470588236
"(2.9, 3.5]","(6.6, 7.1]","(8.5, 9.7]","(2.999, 4.98]",69,0.028985507246376812,0.9710144927536232,0.02898550724637683
"(0.999, 2.9]","(7.7, 10.0]","(7.4, 8.5]","(2.999, 4.98]",207,0.028985507246376812,0.9710144927536232,0.02898550724637683
"(0.999, 2.9]","(6.6, 7.1]","(7.4, 8.5]","(4.98, 5.53]",69,0.028985507246376812,0.9710144927536232,0.02898550724637683
"(0.999, 2.9]","(7.1, 7.7]","(8.5, 9.7]","(2.999, 4.98]",174,0.028735632183908046,0.9712643678160919,0.028735632183908066
"(0.999, 2.9]","(7.1, 7.7]","(7.4, 8.5]","(4.98, 5.53]",71,0.028169014084507043,0.971830985915493,0.028169014084507005
"(0.999, 2.9]","(6.6, 7.1]","(6.1, 7.4]","(2.999, 4.98]",73,0.0273972602739726,0.9726027397260274,0.0273972602739726
"(2.9, 3.5]","(7.1, 7.7]","(7.4, 8.5]","(2.999, 4.98]",74,0.02702702702702703,0.972972972972973,0.027027027027026973
"(3.5, 4.0]","(7.7, 10.0]","(11.1, 18.0]","(4.98, 5.53]",112,0.026785714285714284,0.9732142857142857,0.0267857142857143
"(2.9, 3.5]","(6.6, 7.1]","(9.7, 11.1]","(2.999, 4.98]",75,0.02666666666666667,0.9733333333333334,0.026666666666666616
"(0.999, 2.9]","(7.7, 10.0]","(8.5, 9.7]","(2.999, 4.98]",305,0.02622950819672131,0.9737704918032787,0.02622950819672132
"(0.999, 2.9]","(7.7, 10.0]","(11.1, 18.0]","(4.98, 5.53]",351,0.022792022792022793,0.9772079772079773,0.022792022792022748
"(0.999, 2.9]","(6.6, 7.1]","(11.1, 18.0]","(4.98, 5.53]",89,0.02247191011235955,0.9775280898876404,0.022471910112359605
"(3.5, 4.0]","(7.7, 10.0]","(9.7, 11.1]","(2.999, 4.98]",90,0.022222222222222223,0.9777777777777777,0.022222222222222254
"(0.999, 2.9]","(7.1, 7.7]","(11.1, 18.0]","(4.98, 5.53]",137,0.021897810218978103,0.9781021897810219,0.021897810218978075
"(2.9, 3.5]","(7.1, 7.7]","(8.5, 9.7]","(2.999, 4.98]",92,0.021739130434782608,0.9782608695652174,0.021739130434782594
"(0.999, 2.9]","(7.1, 7.7]","(2.8, 4.7]","(2.999, 4.98]",92,0.021739130434782608,0.9782608695652174,0.021739130434782594
"(2.9, 3.5]","(6.6, 7.1]","(11.1, 18.0]","(2.999, 4.98]",93,0.021505376344086023,0.978494623655914,0.021505376344086002
"(0.999, 2.9]","(7.1, 7.7]","(7.4, 8.5]","(2.999, 4.98]",140,0.02142857142857143,0.9785714285714285,0.021428571428571463
"(2.9, 3.5]","(7.7, 10.0]","(9.7, 11.1]","(4.98, 5.53]",94,0.02127659574468085,0.9787234042553191,0.021276595744680882
"(0.999, 2.9]","(7.7, 10.0]","(6.1, 7.4]","(2.999, 4.98]",145,0.020689655172413793,0.9793103448275862,0.020689655172413834
"(3.5, 4.0]","(7.1, 7.7]","(11.1, 18.0]","(4.98, 5.53]",97,0.020618556701030927,0.979381443298969,0.020618556701030966
"(0.999, 2.9]","(7.7, 10.0]","(11.1, 18.0]","(5.96, 6.36]",50,0.02,0.98,0.020000000000000018
"(2.9, 3.5]","(7.7, 10.0]","(11.1, 18.0]","(2.999, 4.98]",253,0.019762845849802372,0.9802371541501976,0.01976284584980237
"(4.0, 4.5]","(7.1, 7.7]","(11.1, 18.0]","(2.999, 4.98]",102,0.0196078431372549,0.9803921568627451,0.019607843137254943
"(0.999, 2.9]","(7.1, 7.7]","(11.1, 18.0]","(5.53, 5.96]",102,0.0196078431372549,0.9803921568627451,0.019607843137254943
"(0.999, 2.9]","(7.1, 7.7]","(7.4, 8.5]","(5.53, 5.96]",51,0.0196078431372549,0.9803921568627451,0.019607843137254943
"(0.999, 2.9]","(6.2, 6.6]","(11.1, 18.0]","(2.999, 4.98]",52,0.019230769230769232,0.9807692307692307,0.019230769230769273
"(4.0, 4.5]","(7.1, 7.7]","(8.5, 9.7]","(2.999, 4.98]",53,0.018867924528301886,0.9811320754716981,0.018867924528301883
"(0.999, 2.9]","(6.6, 7.1]","(2.8, 4.7]","(2.999, 4.98]",53,0.018867924528301886,0.9811320754716981,0.018867924528301883
"(0.999, 2.9]","(7.7, 10.0]","(8.5, 9.7]","(5.53, 5.96]",107,0.018691588785046728,0.9813084112149533,0.01869158878504673
"(0.999, 2.9]","(7.7, 10.0]","(9.7, 11.1]","(2.999, 4.98]",431,0.018561484918793503,0.9814385150812065,0.018561484918793503
"(0.999, 2.9]","(6.6, 7.1]","(6.1, 7.4]","(5.53, 5.96]",54,0.018518518518518517,0.9814814814814815,0.01851851851851849
"(0.999, 2.9]","(6.2, 6.6]","(8.5, 9.7]","(2.999, 4.98]",56,0.017857142857142856,0.9821428571428571,0.017857142857142905
"(0.999, 2.9]","(6.6, 7.1]","(4.7, 6.1]","(2.999, 4.98]",56,0.017857142857142856,0.9821428571428571,0.017857142857142905
"(0.999, 2.9]","(7.7, 10.0]","(9.7, 11.1]","(5.53, 5.96]",113,0.017699115044247787,0.9823008849557522,0.017699115044247815
"(2.9, 3.5]","(7.1, 7.7]","(8.5, 9.7]","(4.98, 5.53]",59,0.01694915254237288,0.9830508474576272,0.016949152542372836
"(3.5, 4.0]","(7.1, 7.7]","(8.5, 9.7]","(4.98, 5.53]",60,0.016666666666666666,0.9833333333333333,0.01666666666666672
"(0.999, 2.9]","(7.7, 10.0]","(11.1, 18.0]","(2.999, 4.98]",670,0.016417910447761194,0.9835820895522388,0.016417910447761197
"(0.999, 2.9]","(7.1, 7.7]","(9.7, 11.1]","(2.999, 4.98]",183,0.01639344262295082,0.9836065573770492,0.016393442622950838
"(3.5, 4.0]","(7.7, 10.0]","(8.5, 9.7]","(2.999, 4.98]",61,0.01639344262295082,0.9836065573770492,0.016393442622950838
"(4.0, 4.5]","(7.1, 7.7]","(9.7, 11.1]","(2.999, 4.98]",67,0.014925373134328358,0.9850746268656716,0.014925373134328401
"(2.9, 3.5]","(7.1, 7.7]","(9.7, 11.1]","(2.999, 4.98]",139,0.014388489208633094,0.9856115107913669,0.014388489208633115
"(2.9, 3.5]","(7.7, 10.0]","(9.7, 11.1]","(2.999, 4.98]",140,0.014285714285714285,0.9857142857142858,0.014285714285714235
"(3.5, 4.0]","(7.1, 7.7]","(8.5, 9.7]","(2.999, 4.98]",74,0.013513513513513514,0.9864864864864865,0.013513513513513487
"(0.999, 2.9]","(7.7, 10.0]","(2.8, 4.7]","(2.999, 4.98]",80,0.0125,0.9875,0.012499999999999956
"(0.999, 2.9]","(7.1, 7.7]","(4.7, 6.1]","(2.999, 4.98]",81,0.012345679012345678,0.9876543209876543,0.012345679012345734
"(0.999, 2.9]","(7.7, 10.0]","(7.4, 8.5]","(5.53, 5.96]",83,0.012048192771084338,0.9879518072289156,0.012048192771084376
"(2.9, 3.5]","(7.1, 7.7]","(9.7, 11.1]","(4.98, 5.53]",92,0.010869565217391304,0.9891304347826086,0.010869565217391353
"(0.999, 2.9]","(7.7, 10.0]","(4.7, 6.1]","(2.999, 4.98]",95,0.010526315789473684,0.9894736842105263,0.010526315789473717
"(0.999, 2.9]","(7.7, 10.0]","(7.4, 8.5]","(4.98, 5.53]",105,0.009523809523809525,0.9904761904761905,0.00952380952380949
"(3.5, 4.0]","(7.7, 10.0]","(11.1, 18.0]","(2.999, 4.98]",153,0.006535947712418301,0.9934640522875817,0.006535947712418277
"(0.999, 2.9]","(7.7, 10.0]","(9.7, 11.1]","(4.98, 5.53]",181,0.0055248618784530384,0.994475138121547,0.0055248618784530246
"(0.999, 2.9]","(5.8, 6.2]","(8.5, 9.7]","(2.999, 4.98]",50,0.0,1.0,0.0
"(0.999, 2.9]","(6.2, 6.6]","(8.5, 9.7]","(4.98, 5.53]",51,0.0,1.0,0.0
"(0.999, 2.9]","(6.2, 6.6]","(9.7, 11.1]","(2.999, 4.98]",71,0.0,1.0,0.0
"(0.999, 2.9]","(6.6, 7.1]","(7.4, 8.5]","(2.999, 4.98]",56,0.0,1.0,0.0
"(2.9, 3.5]","(7.7, 10.0]","(7.4, 8.5]","(2.999, 4.98]",71,0.0,1.0,0.0
"(0.999, 2.9]","(7.1, 7.7]","(9.7, 11.1]","(5.53, 5.96]",65,0.0,1.0,0.0
"(0.999, 2.9]","(7.1, 7.7]","(9.7, 11.1]","(4.98, 5.53]",94,0.0,1.0,0.0
"(0.999, 2.9]","(7.7, 10.0]","(6.1, 7.4]","(4.98, 5.53]",67,0.0,1.0,0.0
"(0.999, 2.9]","(6.6, 7.1]","(11.1, 18.0]","(2.999, 4.98]",104,0.0,1.0,0.0
"(0.999, 2.9]","(7.1, 7.7]","(6.1, 7.4]","(4.98, 5.53]",63,0.0,1.0,0.0
"(0.999, 2.9]","(7.1, 7.7]","(8.5, 9.7]","(4.98, 5.53]",87,0.0,1.0,0.0
